"","ID","gene_name","gene_desc","best_db","sporprot"
"1144","Q635W3","tgl","Protein-glutamine gamma-glutamyltransferase (EC 2.3.2.13) (Transglutaminase) (TGase)","DRAM","sporulation_prot"
"1145","Q637L7","tlp","Small, acid-soluble spore protein Tlp","DRAM","sporulation_prot"
"1146","Q63BQ9","racA","Chromosome-anchoring protein RacA","DRAM","sporulation_prot"
"1147","Q63EV6","hpr","HTH-type transcriptional regulator Hpr (Protease production regulatory protein Hpr)","DRAM","sporulation_prot"
"1148","Q63G33","sspH","Small, acid-soluble spore protein H (SASP H)","DRAM","sporulation_prot"
"1149","Q63HI5","spoVG","Putative septation protein SpoVG (Stage V sporulation protein G)","DRAM","sporulation_prot"
"1150","Q65DM3","ywcE","Spore morphogenesis and germination protein YwcE","DRAM","sporulation_prot"
"11511","Q65DU9","racA","Chromosome-anchoring protein RacA","DRAM","sporulation_prot"
"1152","Q65EN1","gpmI","2,3-bisphosphoglycerate-independent phosphoglycerate mutase (BPG-independent PGAM) (Phosphoglyceromutase) (iPGM) (EC 5.4.2.12)","DRAM","sporulation_prot"
"1153","Q65FN2","tgl","Protein-glutamine gamma-glutamyltransferase (EC 2.3.2.13) (Transglutaminase) (TGase)","DRAM","sporulation_prot"
"1154","Q65GD0","sspI","Small, acid-soluble spore protein I (SASP I)","DRAM","sporulation_prot"
"1155","Q65GP2","sspH","Small, acid-soluble spore protein H (SASP H)","DRAM","sporulation_prot"
"1156","Q65HU3","spoIIAB","Anti-sigma F factor (EC 2.7.11.1) (Stage II sporulation protein AB)","DRAM","sporulation_prot"
"1157","Q65IG4","gerT","Spore germination protein GerT","DRAM","sporulation_prot"
"1158","Q65J23","tlp","Small, acid-soluble spore protein Tlp","DRAM","sporulation_prot"
"1159","Q65J24","sspN","Small, acid-soluble spore protein N (SASP N)","DRAM","sporulation_prot"
"1160","Q65J28","sspO","Small, acid-soluble spore protein O (SASP O)","DRAM","sporulation_prot"
"11611","Q65J29","sspP","Small, acid-soluble spore protein P (SASP P)","DRAM","sporulation_prot"
"1162","Q65K99","bLi01617","Putative L,D-transpeptidase YkuD (EC 2.-.-.-) (Spore protein YkuD homolog)","DRAM","sporulation_prot"
"1163","Q65LS8","hpr","HTH-type transcriptional regulator Hpr (Protease production regulatory protein Hpr)","DRAM","sporulation_prot"
"1164","Q65MA1","sspK","Small, acid-soluble spore protein K (SASP K)","DRAM","sporulation_prot"
"1165","Q65NA4","lipC","Spore germination lipase LipC (EC 3.-.-.-)","DRAM","sporulation_prot"
"1166","Q65PH2","spoVG","Putative septation protein SpoVG (Stage V sporulation protein G)","DRAM","sporulation_prot"
"1167","Q6B4J5","exsA","Spore coat assembly protein ExsA","DRAM","sporulation_prot"
"1168","Q6HBF2","gpmI","2,3-bisphosphoglycerate-independent phosphoglycerate mutase (BPG-independent PGAM) (Phosphoglyceromutase) (iPGM) (EC 5.4.2.12)","DRAM","sporulation_prot"
"1169","Q6HCW5","sspI","Small, acid-soluble spore protein I (SASP I)","DRAM","sporulation_prot"
"1170","Q6HE93","spoIIAB","Anti-sigma F factor (EC 2.7.11.1) (Stage II sporulation protein AB)","DRAM","sporulation_prot"
"11711","Q6HEJ9","tgl","Protein-glutamine gamma-glutamyltransferase (EC 2.3.2.13) (Transglutaminase) (TGase)","DRAM","sporulation_prot"
"1172","Q6HFI9","tlp","Small, acid-soluble spore protein Tlp","DRAM","sporulation_prot"
"1173","Q6HJ78","racA","Chromosome-anchoring protein RacA","DRAM","sporulation_prot"
"1174","Q6HMB8","hpr","HTH-type transcriptional regulator Hpr (Protease production regulatory protein Hpr)","DRAM","sporulation_prot"
"1175","Q6HNK1","sspH","Small, acid-soluble spore protein H (SASP H)","DRAM","sporulation_prot"
"1176","Q6HPW9","spoVG","Putative septation protein SpoVG (Stage V sporulation protein G)","DRAM","sporulation_prot"
"1177","Q72XY4","gpmI","2,3-bisphosphoglycerate-independent phosphoglycerate mutase (BPG-independent PGAM) (Phosphoglyceromutase) (iPGM) (EC 5.4.2.12)","DRAM","sporulation_prot"
"1178","Q72ZH9","sspI","Small, acid-soluble spore protein I (SASP I)","DRAM","sporulation_prot"
"1179","Q731M3","spoIIAB","Anti-sigma F factor (EC 2.7.11.1) (Stage II sporulation protein AB)","DRAM","sporulation_prot"
"1180","Q733L9","sspP","Small, acid-soluble spore protein P (SASP P)","DRAM","sporulation_prot"
"11811","Q733M2","sspO","Small, acid-soluble spore protein O (SASP O)","DRAM","sporulation_prot"
"1182","Q733M9","sspN","Small, acid-soluble spore protein N (SASP N)","DRAM","sporulation_prot"
"1183","Q733N0","tlp","Small, acid-soluble spore protein Tlp","DRAM","sporulation_prot"
"1184","Q738S2","racA","Chromosome-anchoring protein RacA","DRAM","sporulation_prot"
"1185","Q73AH3","sspH2","Small, acid-soluble spore protein H 2 (SASP H 2)","DRAM","sporulation_prot"
"1186","Q73CB7","hpr","HTH-type transcriptional regulator Hpr (Protease production regulatory protein Hpr)","DRAM","sporulation_prot"
"1187","Q73DN1","sspH1","Small, acid-soluble spore protein H 1 (SASP H 1)","DRAM","sporulation_prot"
"1188","Q73DY6","sspK","Small, acid-soluble spore protein K (SASP K)","DRAM","sporulation_prot"
"1189","Q73FG0","spoVG","Putative septation protein SpoVG (Stage V sporulation protein G)","DRAM","sporulation_prot"
"1190","Q795M8","yugO","Putative potassium channel protein YugO","DRAM","sporulation_prot"
"11911","Q796C3","sqhC","Sporulenol synthase (EC 4.2.1.137) (Tetraprenyl-beta-curcumene cyclase)","DRAM","sporulation_prot"
"1192","Q796K9","ykwB","Uncharacterized N-acetyltransferase YkwB (EC 2.3.1.-)","DRAM","sporulation_prot"
"1193","Q796Q1","yitG","Uncharacterized MFS-type transporter YitG","DRAM","sporulation_prot"
"1194","Q796Y5","ygaK","Uncharacterized FAD-linked oxidoreductase YgaK (EC 1.-.-.-)","DRAM","sporulation_prot"
"1195","Q7AKG8","rsrA","Anti-sigma factor RsrA (Regulator of SigR) (Sigma-R anti-sigma factor RsrA)","DRAM","sporulation_prot"
"1196","Q7AKI9","whiD","Transcriptional regulator WhiD (Transcriptional regulator WhiB3)","DRAM","sporulation_prot"
"1197","Q7AKN0","whiB","Transcriptional regulator WhiB","DRAM","sporulation_prot"
"1198","Q7WY56","spsL","Spore coat polysaccharide biosynthesis protein SpsL","DRAM","sporulation_prot"
"1199","Q7WY58","sspJ","Small, acid-soluble spore protein J (SASP J)","DRAM","sporulation_prot"
"1200","Q7WY59","sspG","Small, acid-soluble spore protein G (SASP G)","DRAM","sporulation_prot"
"12011","Q7WY62","sda","Sporulation inhibitor sda (Histidine kinase KinA inhibitor)","DRAM","sporulation_prot"
"1202","Q7WY63","antE","Protein AntE","DRAM","sporulation_prot"
"1203","Q7WY65","sspM","Small, acid-soluble spore protein M (SASP M)","DRAM","sporulation_prot"
"1204","Q7WY66","sspL","Small, acid-soluble spore protein L (SASP L)","DRAM","sporulation_prot"
"1205","Q7WY67","gerT","Spore germination protein GerT","DRAM","sporulation_prot"
"1206","Q7WY68","yozQ","Uncharacterized protein YozQ","DRAM","sporulation_prot"
"1207","Q7WY69","sspN","Small, acid-soluble spore protein N (SASP N)","DRAM","sporulation_prot"
"1208","Q7WY75","sspK","Small, acid-soluble spore protein K (SASP K)","DRAM","sporulation_prot"
"1209","Q7WY77","pxpC","5-oxoprolinase subunit C (5-OPase subunit C) (EC 3.5.2.9) (5-oxoprolinase (ATP-hydrolyzing) subunit C) (KipI antagonist) (Protein KipA)","DRAM","sporulation_prot"
"12102","Q813W6","hpr","HTH-type transcriptional regulator Hpr (Protease production regulatory protein Hpr)","DRAM","sporulation_prot"
"12111","Q815K7","gpmI","2,3-bisphosphoglycerate-independent phosphoglycerate mutase (BPG-independent PGAM) (Phosphoglyceromutase) (iPGM) (EC 5.4.2.12)","DRAM","sporulation_prot"
"1212","Q817I4","sspI","Small, acid-soluble spore protein I (SASP I)","DRAM","sporulation_prot"
"1213","Q819B3","spoIIAB","Anti-sigma F factor (EC 2.7.11.1) (Stage II sporulation protein AB)","DRAM","sporulation_prot"
"1214","Q819L3","tgl","Protein-glutamine gamma-glutamyltransferase (EC 2.3.2.13) (Transglutaminase) (TGase)","DRAM","sporulation_prot"
"1215","Q81AF2","sspP","Small, acid-soluble spore protein P (SASP P)","DRAM","sporulation_prot"
"1216","Q81AF5","sspO","Small, acid-soluble spore protein O (SASP O)","DRAM","sporulation_prot"
"1217","Q81AG1","sspN","Small, acid-soluble spore protein N (SASP N)","DRAM","sporulation_prot"
"1218","Q81AG2","tlp","Small, acid-soluble spore protein Tlp","DRAM","sporulation_prot"
"1219","Q81DD0","spoIISB","Stage II sporulation protein SB (Antidote protein SpoIISB) (Antitoxin SpoIISB)","DRAM","sporulation_prot"
"1220","Q81DD1","spoIISA","Stage II sporulation protein SA (Killer protein SpoIISA) (Toxin SpoIISA)","DRAM","sporulation_prot"
"12211","Q81DW0","racA","Chromosome-anchoring protein RacA","DRAM","sporulation_prot"
"1222","Q81FB5","sspH2","Small, acid-soluble spore protein H 2 (SASP H 2)","DRAM","sporulation_prot"
"1223","Q81FS9","mecA2","Adapter protein MecA 2","DRAM","sporulation_prot"
"1224","Q81GK5","mecA1","Adapter protein MecA 1","DRAM","sporulation_prot"
"1225","Q81I11","sspH1","Small, acid-soluble spore protein H 1 (SASP H 1)","DRAM","sporulation_prot"
"1226","Q81I94","sspK","Small, acid-soluble spore protein K (SASP K)","DRAM","sporulation_prot"
"1227","Q81J99","spoVG","Putative septation protein SpoVG (Stage V sporulation protein G)","DRAM","sporulation_prot"
"1228","Q81JG1","hpr","HTH-type transcriptional regulator Hpr (Protease production regulatory protein Hpr)","DRAM","sporulation_prot"
"1229","Q81L28","sspI","Small, acid-soluble spore protein I (SASP I)","DRAM","sporulation_prot"
"1230","Q81MF4","spoIIAB","Anti-sigma F factor (EC 2.7.11.1) (Stage II sporulation protein AB)","DRAM","sporulation_prot"
"12311","Q81MS1","tgl","Protein-glutamine gamma-glutamyltransferase (EC 2.3.2.13) (Transglutaminase) (TGase)","DRAM","sporulation_prot"
"1232","Q81QD4","spoIISB","Stage II sporulation protein SB (Antidote protein SpoIISB) (Antitoxin SpoIISB)","DRAM","sporulation_prot"
"1233","Q81QD6","spoIISA","Stage II sporulation protein SA (Killer protein SpoIISA) (Toxin SpoIISA)","DRAM","sporulation_prot"
"1234","Q81QX8","racA","Chromosome-anchoring protein RacA","DRAM","sporulation_prot"
"1235","Q81SD1","sspH2","Small, acid-soluble spore protein H 2 (SASP H 2)","DRAM","sporulation_prot"
"1236","Q81SW4","spoIVA","Stage IV sporulation protein A (EC 3.6.1.-) (Coat morphogenetic protein SpoIVA)","DRAM","sporulation_prot"
"1237","Q81SY4","mecA2","Adapter protein MecA 2","DRAM","sporulation_prot"
"1238","Q81TR3","mecA1","Adapter protein MecA 1","DRAM","sporulation_prot"
"1239","Q81V87","sspH1","Small, acid-soluble spore protein H 1 (SASP H 1)","DRAM","sporulation_prot"
"1240","Q81VZ2","spoVG","Putative septation protein SpoVG (Stage V sporulation protein G)","DRAM","sporulation_prot"
"12411","Q81WH6","prkC","Serine/threonine-protein kinase PrkC (Ser/Thr-protein kinase PrkC) (EC 2.7.11.1)","DRAM","sporulation_prot"
"1242","Q81X77","gpmI","2,3-bisphosphoglycerate-independent phosphoglycerate mutase (BPG-independent PGAM) (Phosphoglyceromutase) (iPGM) (EC 5.4.2.12)","DRAM","sporulation_prot"
"1243","Q81Y79","sspO","Small, acid-soluble spore protein O (SASP O)","DRAM","sporulation_prot"
"1244","Q81Y87","sspN","Small, acid-soluble spore protein N (SASP N)","DRAM","sporulation_prot"
"1245","Q81Y88","tlp","Small, acid-soluble spore protein Tlp","DRAM","sporulation_prot"
"1246","Q81YW1","sspK","Small, acid-soluble spore protein K (SASP K)","DRAM","sporulation_prot"
"1247","Q8CUT7","sspP","Small, acid-soluble spore protein P (SASP P)","DRAM","sporulation_prot"
"1248","Q8CX61","ald","Alanine dehydrogenase (EC 1.4.1.1)","DRAM","sporulation_prot"
"1249","Q8EPH2","sspI","Small, acid-soluble spore protein I (SASP I)","DRAM","sporulation_prot"
"1250","Q8EQ73","spoIIAB","Anti-sigma F factor (EC 2.7.11.1) (Stage II sporulation protein AB)","DRAM","sporulation_prot"
"12511","Q8ETS4","tlp","Small, acid-soluble spore protein Tlp","DRAM","sporulation_prot"
"1252","Q8RAA8","spoIIAB","Anti-sigma F factor (EC 2.7.11.1) (Stage II sporulation protein AB)","DRAM","sporulation_prot"
"1253","Q8RB27","sspI","Small, acid-soluble spore protein I (SASP I)","DRAM","sporulation_prot"
"1254","Q8XIR5","spoIIAB","Anti-sigma F factor (EC 2.7.11.1) (Stage II sporulation protein AB)","DRAM","sporulation_prot"
"1255","Q939S9","insecticidal crystal protein Cry35Ab1 (44 kDa insecticidal crystal protein)","Insecticidal crystal protein Cry35Ab1 (44 kDa insecticidal crystal protein)","DRAM","sporulation_prot"
"1256","Q939T0","insecticidal crystal protein Cry34Ab1 (14 kDa insecticidal crystal protein)","Insecticidal crystal protein Cry34Ab1 (14 kDa insecticidal crystal protein)","DRAM","sporulation_prot"
"1257","Q93LK7","gerQC","Spore germination protein GerQC","DRAM","sporulation_prot"
"1258","Q93LK8","gerQB","Spore germination protein GerQB","DRAM","sporulation_prot"
"1259","Q93LK9","gerQA","Spore germination protein GerQA","DRAM","sporulation_prot"
"1260","Q93N68","gerLC","Spore germination protein GerLC","DRAM","sporulation_prot"
"12611","Q93N69","gerLB","Spore germination protein GerLB","DRAM","sporulation_prot"
"1262","Q93N70","gerLA","Spore germination protein GerLA","DRAM","sporulation_prot"
"1263","Q97GQ9","spoIIAB","Anti-sigma F factor (EC 2.7.11.1) (Stage II sporulation protein AB)","DRAM","sporulation_prot"
"1264","Q97L63","splB","Spore photoproduct lyase (EC 4.1.99.14)","DRAM","sporulation_prot"
"1265","Q99027","comP","Sensor histidine kinase ComP (EC 2.7.13.3)","DRAM","sporulation_prot"
"1266","Q99031","cry9Aa","Pesticidal crystal protein Cry9Aa (130 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIXA(a))","DRAM","sporulation_prot"
"1267","Q99171","tepA","Translocation-enhancing protein TepA","DRAM","sporulation_prot"
"1268","Q9JMQ1","exuR","Probable HTH-type transcriptional repressor ExuR (Probable galacturonate locus repressor)","DRAM","sporulation_prot"
"1269","Q9K2S2","mrpA","Na(+)/H(+) antiporter subunit A (Mrp complex subunit A) (Multiple resistance and pH homeostasis protein A)","DRAM","sporulation_prot"
"1270","Q9K3E4","sleL","Cortical fragment-lytic enzyme (CFLE) (EC 3.2.1.-) (Germination-specific spore peptidoglycan hydrolase) (Spore peptidoglycan N-acetylglucosaminidase)","DRAM","sporulation_prot"
"12711","Q9K5N0","soj","Sporulation initiation inhibitor protein Soj (EC 3.6.4.-)","DRAM","sporulation_prot"
"1272","Q9K5W7","tgl","Protein-glutamine gamma-glutamyltransferase (EC 2.3.2.13) (Transglutaminase) (TGase)","DRAM","sporulation_prot"
"1273","Q9K6A3","cwlJ","Cell wall hydrolase CwlJ","DRAM","sporulation_prot"
"1274","Q9K716","gpmI","2,3-bisphosphoglycerate-independent phosphoglycerate mutase (BPG-independent PGAM) (Phosphoglyceromutase) (iPGM) (EC 5.4.2.12)","DRAM","sporulation_prot"
"1275","Q9K893","sspI","Small, acid-soluble spore protein I (SASP I)","DRAM","sporulation_prot"
"1276","Q9K8Z3","mecA2","Adapter protein MecA 2","DRAM","sporulation_prot"
"1277","Q9KAI6","sspP","Small, acid-soluble spore protein P (SASP P)","DRAM","sporulation_prot"
"1278","Q9KAI7","sspO","Small, acid-soluble spore protein O (SASP O)","DRAM","sporulation_prot"
"1279","Q9KAJ2","sspN","Small, acid-soluble spore protein N (SASP N)","DRAM","sporulation_prot"
"1280","Q9KAK0","tlp","Small, acid-soluble spore protein Tlp","DRAM","sporulation_prot"
"12811","Q9KB63","ywcE","Spore morphogenesis and germination protein YwcE","DRAM","sporulation_prot"
"1282","Q9KB75","sspH","Small, acid-soluble spore protein H (SASP H)","DRAM","sporulation_prot"
"1283","Q9KC68","racA","Chromosome-anchoring protein RacA","DRAM","sporulation_prot"
"1284","Q9KCE0","sleB","Spore cortex-lytic enzyme (SCLE)","DRAM","sporulation_prot"
"1285","Q9KCF1","mecA1","Adapter protein MecA 1","DRAM","sporulation_prot"
"1286","Q9KCN2","spoIIAB","Anti-sigma F factor (EC 2.7.11.1) (Stage II sporulation protein AB)","DRAM","sporulation_prot"
"1287","Q9KDL8","ccdA","Cytochrome c-type biogenesis protein CcdA","DRAM","sporulation_prot"
"1288","Q9KDM7","hpr","HTH-type transcriptional regulator Hpr (Protease production regulatory protein Hpr)","DRAM","sporulation_prot"
"1289","Q9KEC6","sspK","Small, acid-soluble spore protein K (SASP K)","DRAM","sporulation_prot"
"1290","Q9KGJ7","spoVG","Putative septation protein SpoVG (Stage V sporulation protein G)","DRAM","sporulation_prot"
"12911","Q9KI10","gerN","Na(+)/H(+)-K(+) antiporter GerN","DRAM","sporulation_prot"
"1292","Q9L268","ssgB","Sporulation-specific cell division protein SsgB (Sporulation of Streptomyces griseus-like protein B) (SsgA-like protein B) (SALP B)","DRAM","sporulation_prot"
"1293","Q9RC82","bH1632","Sporulation protein YpeB","DRAM","sporulation_prot"
"1294","Q9RMG3","cry2Ad","Pesticidal crystal protein Cry2Ad (71 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIIA(d))","DRAM","sporulation_prot"
"1295","Q9RNV1","ftsK","DNA translocase FtsK (DNA translocase SpoIIIE)","DRAM","sporulation_prot"
"1296","Q9S515","cry1Ag","Pesticidal crystal protein Cry1Ag (134 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIA(g))","DRAM","sporulation_prot"
"1297","Q9S597","cry27Aa","Pesticidal crystal protein Cry27Aa (94 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryXXVIIA(a))","DRAM","sporulation_prot"
"1298","Q9WX11","bldN","ECF RNA polymerase sigma factor BldN (Sigma BldN) (Alternative RNA polymerase sigma factor BldN)","DRAM","sporulation_prot"
"1299","Q9X519","gpmI","2,3-bisphosphoglycerate-independent phosphoglycerate mutase (23PGA-independent) (BPG-independent PGAM) (Phosphoglyceromutase) (iPGM) (EC 5.4.2.12)","DRAM","sporulation_prot"
"1300","Q9X597","cry26Aa","Pesticidal crystal protein Cry26Aa (131 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryXXVIA(a))","DRAM","sporulation_prot"
"13011","Q9X682","cry28Aa","Pesticidal crystal protein Cry28Aa (126 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryXXVIIIA(a))","DRAM","sporulation_prot"
"1302","Q9XDL1","cry1Id","Pesticidal crystal protein Cry1Id (81 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryII(d))","DRAM","sporulation_prot"
"1303","Q9ZAZ5","cry1Bd","Pesticidal crystal protein Cry1Bd (140 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIB(d))","DRAM","sporulation_prot"
"1304","Q9ZAZ6","cry1Gb","Pesticidal crystal protein Cry1Gb (133 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIG(b))","DRAM","sporulation_prot"
"1305","Q9ZFB3","gerXC","Spore germination protein XC","DRAM","sporulation_prot"
"1306","Q9ZFB4","gerXA","Spore germination protein XA","DRAM","sporulation_prot"
