L1,L2,L3,ID,Function,EC,Gene
Human Diseases,Infectious disease: parasitic,Leishmaniasis [PATH:ko05140],K13537,Cysteine peptidase B,3.4.22.-,CPB
Human Diseases,Infectious disease: parasitic,Leishmaniasis [PATH:ko05140],K03231,Elongation factor 1-alpha,,EEF1A
Human Diseases,Infectious disease: parasitic,Leishmaniasis [PATH:ko05140],K05697,Tyrosine-protein phosphatase non-receptor type 6,3.1.3.48,"PTPN6, SHP-1"
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K10160,Toll-like receptor 4,,"TLR4, CD284"
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K05842,Toll-like receptor adapter molecule 1,,TRIF
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K13729,Thiol-dependent reductase 1,,"TCAC2, TC52"
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K10159,Toll-like receptor 2,,"TLR2, CD282"
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K10169,Toll-like receptor 6,,"TLR6, CD286"
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K10161,Toll-like receptor 9,,"TLR9, CD289"
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K04729,Myeloid differentiation primary response protein MyD88,,MYD88
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K04730,Interleukin-1 receptor-associated kinase 1,2.7.11.1,IRAK1
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K04733,Interleukin-1 receptor-associated kinase 4,2.7.11.1,IRAK4
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K03175,TNF receptor-associated factor 6,2.3.2.27,TRAF6
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K04430,Mitogen-activated protein kinase kinase 4,2.7.12.2,"MAP2K4, MKK4"
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K04440,Mitogen-activated protein kinase 8/9/10 (c-Jun N-terminal kinase),2.7.11.24,JNK
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K04371,Mitogen-activated protein kinase 1/3,2.7.11.24,"ERK, MAPK1_3"
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K04441,P38 MAP kinase,2.7.11.24,P38
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K04379,Proto-oncogene protein c-fos,,FOS
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K04448,Transcription factor AP-1,,JUN
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K07210,Inhibitor of nuclear factor kappa-B kinase subunit gamma,,"IKBKG, IKKG, NEMO"
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K04467,Inhibitor of nuclear factor kappa-B kinase subunit alpha,2.7.11.10,"IKBKA, IKKA, CHUK"
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K07209,Inhibitor of nuclear factor kappa-B kinase subunit beta,2.7.11.10,"IKBKB, IKKB"
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K04734,NF-kappa-B inhibitor alpha,,NFKBIA
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K02580,Nuclear factor NF-kappa-B p105 subunit,,NFKB1
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K04735,Transcription factor p65,,RELA
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K05415,Interferon beta,,IFNB
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K12499,C-C motif chemokine 5,,CCL5
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K14624,C-C motif chemokine 2,,"CCL2, MCP1"
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K03156,"Tumor necrosis factor superfamily, member 2",,"TNF, TNFA"
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K05406,Interleukin 12A,,IL12A
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K05425,Interleukin 12B,,IL12B
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K05405,Interleukin 6,,IL6
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K10030,Interleukin 8,,"IL8, CXCL8"
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K05408,C-C motif chemokine 3,,CCL3
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K04519,Interleukin 1 beta,,IL1B
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K03456,Serine/threonine-protein phosphatase 2A regulatory subunit A,,PPP2R1
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K04354,Serine/threonine-protein phosphatase 2A regulatory subunit B,,PPP2R2
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K04382,Serine/threonine-protein phosphatase 2A catalytic subunit,3.1.3.16,PPP2C
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K04687,Interferon gamma,,IFNG
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K05132,Interferon gamma receptor 1,,"IFNGR1, CD119"
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K05133,Interferon gamma receptor 2,,IFNGR2
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K03158,Tumor necrosis factor receptor superfamily member 1A,,"TNFRSF1A, TNFR1, CD120a"
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K13241,"Nitric-oxide synthase, inducible",1.14.13.39,NOS2
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K23590,Complement regulatory protein,,CRP
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K03990,Complement component 3,,C3
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K08057,Calreticulin,,CALR
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K03986,Complement C1q subcomponent subunit A,,C1QA
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K03987,Complement C1q subcomponent subunit B,,C1QB
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K03988,Complement C1q subcomponent subunit C,,C1QG
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K08571,Cruzipain,3.4.22.51,E3.4.22.51
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K05443,Interleukin 10,,"IL10, CSIF"
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K13375,Transforming growth factor beta-1,,TGFB1
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K13376,Transforming growth factor beta-2,,TGFB2
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K13377,Transforming growth factor beta-3,,TGFB3
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K01283,Peptidyl-dipeptidase A,3.4.15.1,"ACE, CD143"
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K03898,Kininogen,,"KNG, BK"
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K03916,Bradykinin receptor B2,,BDKRB2
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K04634,Guanine nucleotide-binding protein G(q) subunit alpha,,GNAQ
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K04635,Guanine nucleotide-binding protein subunit alpha-11,,GNA11
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K04636,Guanine nucleotide-binding protein subunit alpha-14,,GNA14
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K04637,Guanine nucleotide-binding protein subunit alpha-15,,GNA15
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K05858,"Phosphatidylinositol phospholipase C, beta",3.1.4.11,PLCB
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K01354,Oligopeptidase B,3.4.21.83,ptrB
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K04630,Guanine nucleotide-binding protein G(i) subunit alpha,,GNAI
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K04534,Guanine nucleotide-binding protein G(o) subunit alpha,,"GNAO, G-ALPHA-O"
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K04632,Guanine nucleotide-binding protein G(s) subunit alpha,,GNAS
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K04633,Guanine nucleotide-binding protein G(olf) subunit alpha,,GNAL
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K08041,Adenylate cyclase 1,4.6.1.1,ADCY1
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K23591,Trans-sialidase,3.2.1.-,TS
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K02649,Phosphoinositide-3-kinase regulatory subunit alpha/beta/delta,,PIK3R1_2_3
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K00922,"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha/beta/delta",2.7.1.153,PIK3CA_B_D
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K04456,RAC serine/threonine-protein kinase,2.7.11.1,AKT
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K04388,TGF-beta receptor type-2,2.7.11.30,TGFBR2
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K04674,TGF-beta receptor type-1,2.7.11.30,"TGFBR1, ALK5"
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K04500,Mothers against decapentaplegic homolog 2,,SMAD2
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K03982,Plasminogen activator inhibitor 1,,"SERPINE1, PAI1"
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K04389,Tumor necrosis factor ligand superfamily member 6,,"TNFSF6, FASL, CD178"
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K04390,Tumor necrosis factor receptor superfamily member 6,,"TNFRSF6, FAS, CD95"
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K02373,FAS-associated death domain protein,,FADD
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K04398,Caspase 8,3.4.22.61,CASP8
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K04724,CASP8 and FADD-like apoptosis regulator,,"CFLAR, FLIP"
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K10784,T cell receptor alpha chain V region,,TRAV
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K10785,T-cell receptor beta chain V region,,TRBV
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K06450,T-cell surface glycoprotein CD3 delta chain,,CD3D
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K06451,T-cell surface glycoprotein CD3 epsilon chain,,CD3E
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K06452,T-cell surface glycoprotein CD3 gamma chain,,CD3G
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K06453,"CD3Z antigen, zeta polypeptide",,"CD3Z, CD247"
Human Diseases,Infectious disease: parasitic,Chagas disease [PATH:ko05142],K05429,Interleukin 2,,IL2
Human Diseases,Infectious disease: parasitic,African trypanosomiasis [PATH:ko05143],K14473,Variant surface glycoprotein,,VSG
Human Diseases,Infectious disease: parasitic,African trypanosomiasis [PATH:ko05143],K06856,Immunoglobulin heavy chain,,IGH
Human Diseases,Infectious disease: parasitic,African trypanosomiasis [PATH:ko05143],K10161,Toll-like receptor 9,,"TLR9, CD289"
Human Diseases,Infectious disease: parasitic,African trypanosomiasis [PATH:ko05143],K04729,Myeloid differentiation primary response protein MyD88,,MYD88
Human Diseases,Infectious disease: parasitic,African trypanosomiasis [PATH:ko05143],K14474,T-lymphocyte triggering factor,,TLTF
Human Diseases,Infectious disease: parasitic,African trypanosomiasis [PATH:ko05143],K01404,Leishmanolysin,3.4.24.36,GP63
Human Diseases,Infectious disease: parasitic,African trypanosomiasis [PATH:ko05143],K23584,Resistance-associated protein,,SRA
Human Diseases,Infectious disease: parasitic,African trypanosomiasis [PATH:ko05143],K01392,Thimet oligopeptidase,3.4.24.15,THOP1
Human Diseases,Infectious disease: parasitic,African trypanosomiasis [PATH:ko05143],K03898,Kininogen,,"KNG, BK"
Human Diseases,Infectious disease: parasitic,African trypanosomiasis [PATH:ko05143],K01354,Oligopeptidase B,3.4.21.83,ptrB
Human Diseases,Infectious disease: parasitic,African trypanosomiasis [PATH:ko05143],K12334,Natriuretic peptide A,,NPPA
Human Diseases,Infectious disease: parasitic,African trypanosomiasis [PATH:ko05143],K13537,Cysteine peptidase B,3.4.22.-,CPB
Human Diseases,Infectious disease: parasitic,African trypanosomiasis [PATH:ko05143],K14475,Inhibitor of cysteine peptidase,,ICP
Human Diseases,Infectious disease: parasitic,African trypanosomiasis [PATH:ko05143],K08757,Apolipoprotein A-I,,APOA1
Human Diseases,Infectious disease: parasitic,African trypanosomiasis [PATH:ko05143],K23585,Apolipoprotein L1,,APOL1
Human Diseases,Infectious disease: parasitic,African trypanosomiasis [PATH:ko05143],K14477,Haptoglobin-related protein,,HPR
Human Diseases,Infectious disease: parasitic,African trypanosomiasis [PATH:ko05143],K13822,Hemoglobin subunit alpha,,HBA
Human Diseases,Infectious disease: parasitic,African trypanosomiasis [PATH:ko05143],K13823,Hemoglobin subunit beta,,HBB
Human Diseases,Infectious disease: parasitic,African trypanosomiasis [PATH:ko05143],K14478,Haptoglobin-hemoglobin receptor,,HPHBR
Human Diseases,Infectious disease: parasitic,African trypanosomiasis [PATH:ko05143],K05443,Interleukin 10,,"IL10, CSIF"
Human Diseases,Infectious disease: parasitic,African trypanosomiasis [PATH:ko05143],K05406,Interleukin 12A,,IL12A
Human Diseases,Infectious disease: parasitic,African trypanosomiasis [PATH:ko05143],K05425,Interleukin 12B,,IL12B
Human Diseases,Infectious disease: parasitic,African trypanosomiasis [PATH:ko05143],K05482,Interleukin 18,,"IL18, IL1F4"
Human Diseases,Infectious disease: parasitic,African trypanosomiasis [PATH:ko05143],K04687,Interferon gamma,,IFNG
Human Diseases,Infectious disease: parasitic,African trypanosomiasis [PATH:ko05143],K03156,"Tumor necrosis factor superfamily, member 2",,"TNF, TNFA"
Human Diseases,Infectious disease: parasitic,African trypanosomiasis [PATH:ko05143],K04519,Interleukin 1 beta,,IL1B
Human Diseases,Infectious disease: parasitic,African trypanosomiasis [PATH:ko05143],K05405,Interleukin 6,,IL6
Human Diseases,Infectious disease: parasitic,African trypanosomiasis [PATH:ko05143],K04389,Tumor necrosis factor ligand superfamily member 6,,"TNFSF6, FASL, CD178"
Human Diseases,Infectious disease: parasitic,African trypanosomiasis [PATH:ko05143],K04390,Tumor necrosis factor receptor superfamily member 6,,"TNFRSF6, FAS, CD95"
Human Diseases,Infectious disease: parasitic,African trypanosomiasis [PATH:ko05143],K14479,Procyclin,,EP
Human Diseases,Infectious disease: parasitic,African trypanosomiasis [PATH:ko05143],K06527,Vascular cell adhesion molecule 1,,"VCAM1, CD106"
Human Diseases,Infectious disease: parasitic,African trypanosomiasis [PATH:ko05143],K06494,"Selectin, endothelial cell",,"SELE, CD62E"
Human Diseases,Infectious disease: parasitic,African trypanosomiasis [PATH:ko05143],K06490,Intercellular adhesion molecule 1,,"ICAM1, CD54"
Human Diseases,Infectious disease: parasitic,African trypanosomiasis [PATH:ko05143],K06241,"Laminin, alpha 4",,LAMA4
Human Diseases,Infectious disease: parasitic,African trypanosomiasis [PATH:ko05143],K00463,"Indoleamine 2,3-dioxygenase",1.13.11.52,"IDO, INDO"
Human Diseases,Infectious disease: parasitic,African trypanosomiasis [PATH:ko05143],K04234,Coagulation factor II (thrombin) receptor-like 1,,"F2RL1, PAR2"
Human Diseases,Infectious disease: parasitic,African trypanosomiasis [PATH:ko05143],K04634,Guanine nucleotide-binding protein G(q) subunit alpha,,GNAQ
Human Diseases,Infectious disease: parasitic,African trypanosomiasis [PATH:ko05143],K05858,"Phosphatidylinositol phospholipase C, beta",3.1.4.11,PLCB
Human Diseases,Infectious disease: parasitic,African trypanosomiasis [PATH:ko05143],K02677,Classical protein kinase C alpha type,2.7.11.13,PRKCA
Human Diseases,Infectious disease: parasitic,African trypanosomiasis [PATH:ko05143],K19662,Classical protein kinase C beta type,2.7.11.13,PRKCB
Human Diseases,Infectious disease: parasitic,African trypanosomiasis [PATH:ko05143],K19663,Classical protein kinase C gamma type,2.7.11.13,PRKCG
Human Diseases,Immune disease,Asthma [PATH:ko05310],K06752,MHC class II antigen,,MHC2
Human Diseases,Immune disease,Asthma [PATH:ko05310],K10784,T cell receptor alpha chain V region,,TRAV
Human Diseases,Immune disease,Asthma [PATH:ko05310],K10785,T-cell receptor beta chain V region,,TRBV
Human Diseases,Immune disease,Asthma [PATH:ko05310],K05430,Interleukin 4,,IL4
Human Diseases,Immune disease,Asthma [PATH:ko05310],K03161,Tumor necrosis factor ligand superfamily member 5,,"TNFSF5, CD40L, CD154"
Human Diseases,Immune disease,Asthma [PATH:ko05310],K03160,Tumor necrosis factor receptor superfamily member 5,,"TNFRSF5, CD40"
Human Diseases,Immune disease,Asthma [PATH:ko05310],K06856,Immunoglobulin heavy chain,,IGH
Human Diseases,Immune disease,Asthma [PATH:ko05310],K08089,High affinity immunoglobulin epsilon receptor subunit alpha,,FCER1A
Human Diseases,Immune disease,Asthma [PATH:ko05310],K08090,High affinity immunoglobulin epsilon receptor subunit beta,,"MS4A2, FCER1B"
Human Diseases,Immune disease,Asthma [PATH:ko05310],K07983,High affinity immunoglobulin epsilon receptor subunit gamma,,FCER1G
Human Diseases,Immune disease,Asthma [PATH:ko05310],K05432,Interleukin 9,,IL9
Human Diseases,Immune disease,Asthma [PATH:ko05310],K05443,Interleukin 10,,"IL10, CSIF"
Human Diseases,Immune disease,Asthma [PATH:ko05310],K05435,Interleukin 13,,IL13
Human Diseases,Immune disease,Asthma [PATH:ko05310],K05428,Interleukin 5,,IL5
Human Diseases,Immune disease,Asthma [PATH:ko05310],K16597,C-C motif chemokine 11,,CCL11
Human Diseases,Immune disease,Asthma [PATH:ko05310],K03156,"Tumor necrosis factor superfamily, member 2",,"TNF, TNFA"
Human Diseases,Immune disease,Asthma [PATH:ko05310],K04736,Interleukin 3,,IL3
Human Diseases,Immune disease,Asthma [PATH:ko05310],K10786,Bone marrow proteoglycan,,"PRG2, MBP"
Human Diseases,Immune disease,Asthma [PATH:ko05310],K10787,Eosinophil cationic protein,3.1.27.-,"RNASE3, ECP"
Human Diseases,Immune disease,Asthma [PATH:ko05310],K10788,Eosinophil peroxidase,1.11.1.7,"EPX, EPO"
Human Diseases,Immune disease,Systemic lupus erythematosus [PATH:ko05322],K03986,Complement C1q subcomponent subunit A,,C1QA
Human Diseases,Immune disease,Systemic lupus erythematosus [PATH:ko05322],K03987,Complement C1q subcomponent subunit B,,C1QB
Human Diseases,Immune disease,Systemic lupus erythematosus [PATH:ko05322],K03988,Complement C1q subcomponent subunit C,,C1QG
Human Diseases,Immune disease,Systemic lupus erythematosus [PATH:ko05322],K01332,Complement component 2,3.4.21.43,C2
Human Diseases,Immune disease,Systemic lupus erythematosus [PATH:ko05322],K03989,Complement component 4,,C4
Human Diseases,Immune disease,Systemic lupus erythematosus [PATH:ko05322],K11251,Histone H2A,,H2A
Human Diseases,Immune disease,Systemic lupus erythematosus [PATH:ko05322],K11252,Histone H2B,,H2B
Human Diseases,Immune disease,Systemic lupus erythematosus [PATH:ko05322],K11253,Histone H3,,H3
Human Diseases,Immune disease,Systemic lupus erythematosus [PATH:ko05322],K11254,Histone H4,,H4
Human Diseases,Immune disease,Systemic lupus erythematosus [PATH:ko05322],K11086,Small nuclear ribonucleoprotein B and B',,"SNRPB, SMB"
Human Diseases,Immune disease,Systemic lupus erythematosus [PATH:ko05322],K11087,Small nuclear ribonucleoprotein D1,,"SNRPD1, SMD1"
Human Diseases,Immune disease,Systemic lupus erythematosus [PATH:ko05322],K11088,Small nuclear ribonucleoprotein D3,,"SNRPD3, SMD3"
Human Diseases,Immune disease,Systemic lupus erythematosus [PATH:ko05322],K05209,"Glutamate receptor ionotropic, NMDA 2A",,GRIN2A
Human Diseases,Immune disease,Systemic lupus erythematosus [PATH:ko05322],K05210,"Glutamate receptor ionotropic, NMDA 2B",,GRIN2B
Human Diseases,Immune disease,Systemic lupus erythematosus [PATH:ko05322],K10651,Tripartite motif-containing protein 21,2.3.2.27,"TRIM21, SSA1"
Human Diseases,Immune disease,Systemic lupus erythematosus [PATH:ko05322],K11089,60 kDa SS-A/Ro ribonucleoprotein,,"TROVE2, SSA2"
Human Diseases,Immune disease,Systemic lupus erythematosus [PATH:ko05322],K11090,Lupus La protein,,"LA, SSB"
Human Diseases,Immune disease,Systemic lupus erythematosus [PATH:ko05322],K05699,Actinin alpha 1/4,,ACTN1_4
Human Diseases,Immune disease,Systemic lupus erythematosus [PATH:ko05322],K06752,MHC class II antigen,,MHC2
Human Diseases,Immune disease,Systemic lupus erythematosus [PATH:ko05322],K10784,T cell receptor alpha chain V region,,TRAV
Human Diseases,Immune disease,Systemic lupus erythematosus [PATH:ko05322],K10785,T-cell receptor beta chain V region,,TRBV
Human Diseases,Immune disease,Systemic lupus erythematosus [PATH:ko05322],K05412,CD80 antigen,,CD80
Human Diseases,Immune disease,Systemic lupus erythematosus [PATH:ko05322],K05413,CD86 antigen,,CD86
Human Diseases,Immune disease,Systemic lupus erythematosus [PATH:ko05322],K06470,CD28 antigen,,CD28
Human Diseases,Immune disease,Systemic lupus erythematosus [PATH:ko05322],K03161,Tumor necrosis factor ligand superfamily member 5,,"TNFSF5, CD40L, CD154"
Human Diseases,Immune disease,Systemic lupus erythematosus [PATH:ko05322],K03160,Tumor necrosis factor receptor superfamily member 5,,"TNFRSF5, CD40"
Human Diseases,Immune disease,Systemic lupus erythematosus [PATH:ko05322],K03156,"Tumor necrosis factor superfamily, member 2",,"TNF, TNFA"
Human Diseases,Immune disease,Systemic lupus erythematosus [PATH:ko05322],K04687,Interferon gamma,,IFNG
Human Diseases,Immune disease,Systemic lupus erythematosus [PATH:ko05322],K05443,Interleukin 10,,"IL10, CSIF"
Human Diseases,Immune disease,Systemic lupus erythematosus [PATH:ko05322],K06856,Immunoglobulin heavy chain,,IGH
Human Diseases,Immune disease,Systemic lupus erythematosus [PATH:ko05322],K01330,"Complement component 1, r subcomponent",3.4.21.41,C1R
Human Diseases,Immune disease,Systemic lupus erythematosus [PATH:ko05322],K01331,"Complement component 1, s subcomponent",3.4.21.42,C1S
Human Diseases,Immune disease,Systemic lupus erythematosus [PATH:ko05322],K03990,Complement component 3,,C3
Human Diseases,Immune disease,Systemic lupus erythematosus [PATH:ko05322],K03994,Complement component 5,,C5
Human Diseases,Immune disease,Systemic lupus erythematosus [PATH:ko05322],K03995,Complement component 6,,C6
Human Diseases,Immune disease,Systemic lupus erythematosus [PATH:ko05322],K03996,Complement component 7,,C7
Human Diseases,Immune disease,Systemic lupus erythematosus [PATH:ko05322],K03997,Complement component 8 subunit alpha,,C8A
Human Diseases,Immune disease,Systemic lupus erythematosus [PATH:ko05322],K03998,Complement component 8 subunit beta,,C8B
Human Diseases,Immune disease,Systemic lupus erythematosus [PATH:ko05322],K03999,Complement component 8 subunit gamma,,C8G
Human Diseases,Immune disease,Systemic lupus erythematosus [PATH:ko05322],K04000,Complement component 9,,C9
Human Diseases,Immune disease,Systemic lupus erythematosus [PATH:ko05322],K01319,Cathepsin G,3.4.21.20,CTSG
Human Diseases,Immune disease,Systemic lupus erythematosus [PATH:ko05322],K01327,Leukocyte elastase,3.4.21.37,ELANE
Human Diseases,Immune disease,Systemic lupus erythematosus [PATH:ko05322],K06498,High affinity immunoglobulin gamma Fc receptor I,,"FCGR1A, CD64"
Human Diseases,Immune disease,Systemic lupus erythematosus [PATH:ko05322],K06472,Low affinity immunoglobulin gamma Fc receptor II-a,,"FCGR2A, CD32"
Human Diseases,Immune disease,Systemic lupus erythematosus [PATH:ko05322],K06463,Low affinity immunoglobulin gamma Fc receptor III,,"FCGR3, CD16"
Human Diseases,Immune disease,Rheumatoid arthritis [PATH:ko05323],K05412,CD80 antigen,,CD80
Human Diseases,Immune disease,Rheumatoid arthritis [PATH:ko05323],K05413,CD86 antigen,,CD86
Human Diseases,Immune disease,Rheumatoid arthritis [PATH:ko05323],K06470,CD28 antigen,,CD28
Human Diseases,Immune disease,Rheumatoid arthritis [PATH:ko05323],K06538,Cytotoxic T-lymphocyte-associated protein 4,,"CTLA4, CD152"
Human Diseases,Immune disease,Rheumatoid arthritis [PATH:ko05323],K06752,MHC class II antigen,,MHC2
Human Diseases,Immune disease,Rheumatoid arthritis [PATH:ko05323],K10784,T cell receptor alpha chain V region,,TRAV
Human Diseases,Immune disease,Rheumatoid arthritis [PATH:ko05323],K10785,T-cell receptor beta chain V region,,TRBV
Human Diseases,Immune disease,Rheumatoid arthritis [PATH:ko05323],K05718,Integrin alpha L,,"ITGAL, CD11a"
Human Diseases,Immune disease,Rheumatoid arthritis [PATH:ko05323],K06464,Integrin beta 2,,"ITGB2, CD18"
Human Diseases,Immune disease,Rheumatoid arthritis [PATH:ko05323],K06490,Intercellular adhesion molecule 1,,"ICAM1, CD54"
Human Diseases,Immune disease,Rheumatoid arthritis [PATH:ko05323],K05433,Interleukin 15,,IL15
Human Diseases,Immune disease,Rheumatoid arthritis [PATH:ko05323],K05475,Tumor necrosis factor ligand superfamily member 13,,"TNFSF13, APRIL, CD256"
Human Diseases,Immune disease,Rheumatoid arthritis [PATH:ko05323],K05476,Tumor necrosis factor ligand superfamily member 13B,,"TNFSF13B, TNFSF20, CD257"
Human Diseases,Immune disease,Rheumatoid arthritis [PATH:ko05323],K06856,Immunoglobulin heavy chain,,IGH
Human Diseases,Immune disease,Rheumatoid arthritis [PATH:ko05323],K03157,"Lymphotoxin beta (TNF superfamily, member 3)",,"LTB, TNFC"
Human Diseases,Immune disease,Rheumatoid arthritis [PATH:ko05323],K03156,"Tumor necrosis factor superfamily, member 2",,"TNF, TNFA"
Human Diseases,Immune disease,Rheumatoid arthritis [PATH:ko05323],K04383,Interleukin 1 alpha,,IL1A
Human Diseases,Immune disease,Rheumatoid arthritis [PATH:ko05323],K04519,Interleukin 1 beta,,IL1B
Human Diseases,Immune disease,Rheumatoid arthritis [PATH:ko05323],K05405,Interleukin 6,,IL6
Human Diseases,Immune disease,Rheumatoid arthritis [PATH:ko05323],K05417,Interleukin 11,,IL11
Human Diseases,Immune disease,Rheumatoid arthritis [PATH:ko05323],K05482,Interleukin 18,,"IL18, IL1F4"
Human Diseases,Immune disease,Rheumatoid arthritis [PATH:ko05323],K10159,Toll-like receptor 2,,"TLR2, CD282"
Human Diseases,Immune disease,Rheumatoid arthritis [PATH:ko05323],K10160,Toll-like receptor 4,,"TLR4, CD284"
Human Diseases,Immune disease,Rheumatoid arthritis [PATH:ko05323],K04448,Transcription factor AP-1,,JUN
Human Diseases,Immune disease,Rheumatoid arthritis [PATH:ko05323],K04379,Proto-oncogene protein c-fos,,FOS
Human Diseases,Immune disease,Rheumatoid arthritis [PATH:ko05323],K13375,Transforming growth factor beta-1,,TGFB1
Human Diseases,Immune disease,Rheumatoid arthritis [PATH:ko05323],K13376,Transforming growth factor beta-2,,TGFB2
