L1,L2,L3,ID,Function,EC,Gene
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K22211,D-lactate dehydratase,4.2.1.130,"GLX3, HSP31"
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K22373,Lactate racemase,5.1.2.1,larA
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K00049,Glyoxylate/hydroxypyruvate reductase,1.1.1.79 1.1.1.81,GRHPR
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K12972,Glyoxylate/hydroxypyruvate reductase,1.1.1.79 1.1.1.81,ghrA
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K00090,Glyoxylate/hydroxypyruvate/2-ketogluconate reductase,1.1.1.79 1.1.1.81 1.1.1.215,ghrB
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K00027,Malate dehydrogenase (oxaloacetate-decarboxylating),1.1.1.38,"ME2, sfcA, maeA"
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K00028,Malate dehydrogenase (decarboxylating),1.1.1.39,E1.1.1.39
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K00029,Malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+),1.1.1.40,"E1.1.1.40, maeB"
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K01571,Oxaloacetate decarboxylase (Na+ extruding) subunit alpha,7.2.4.2,oadA
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K20509,Carboxybiotin decarboxylase,7.2.4.1,"madB, oadB, gcdB, mmdB"
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K01573,Oxaloacetate decarboxylase (Na+ extruding) subunit gamma,,oadG
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K01003,Oxaloacetate decarboxylase,4.1.1.112,bcpA
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K01958,Pyruvate carboxylase,6.4.1.1,"PC, pyc"
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K01959,Pyruvate carboxylase subunit A,6.4.1.1,pycA
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K01960,Pyruvate carboxylase subunit B,6.4.1.1,pycB
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K00025,Malate dehydrogenase,1.1.1.37,MDH1
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K00026,Malate dehydrogenase,1.1.1.37,MDH2
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K00024,Malate dehydrogenase,1.1.1.37,mdh
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K00051,Malate dehydrogenase (NADP+),1.1.1.82,E1.1.1.82
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K00116,Malate dehydrogenase (quinone),1.1.5.4,mqo
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K01676,"Fumarate hydratase, class I",4.2.1.2,"E4.2.1.2A, fumA, fumB"
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K01677,Fumarate hydratase subunit alpha,4.2.1.2,"E4.2.1.2AA, fumA"
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K01678,Fumarate hydratase subunit beta,4.2.1.2,"E4.2.1.2AB, fumB"
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K01679,"Fumarate hydratase, class II",4.2.1.2,"E4.2.1.2B, fumC, FH"
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K01675,Fumarate hydratase D,4.2.1.2,fumD
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K01774,Fumarate hydratase E,4.2.1.2,fumE
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K00244,Fumarate reductase flavoprotein subunit,1.3.5.4,frdA
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K00245,Fumarate reductase iron-sulfur subunit,1.3.5.4,frdB
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K00246,Fumarate reductase subunit C,,frdC
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K00247,Fumarate reductase subunit D,,frdD
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K22212,Malolactic enzyme,4.1.1.101,"mleA, mleS"
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K01595,Phosphoenolpyruvate carboxylase,4.1.1.31,ppc
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K01596,Phosphoenolpyruvate carboxykinase (GTP),4.1.1.32,"E4.1.1.32, pckA, PCK"
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K20370,Phosphoenolpyruvate carboxykinase (diphosphate),4.1.1.38,PEPCK
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K01610,Phosphoenolpyruvate carboxykinase (ATP),4.1.1.49,"E4.1.1.49, pckA"
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K01006,"Pyruvate, orthophosphate dikinase",2.7.9.1,ppdK
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K01007,"Pyruvate, water dikinase",2.7.9.2,"pps, ppsA"
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K01638,Malate synthase,2.3.3.9,"aceB, glcB"
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K00626,Acetyl-CoA C-acetyltransferase,2.3.1.9,"ACAT, atoB"
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K01649,2-isopropylmalate synthase,2.3.3.13,"leuA, IMS"
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K01655,Homocitrate synthase,2.3.3.14,"LYS21, LYS20"
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K02594,Homocitrate synthase NifV,2.3.3.14,nifV
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K10977,Methanogen homocitrate synthase,2.3.3.14 2.3.3.-,aksA
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K01637,Isocitrate lyase,4.1.3.1,"E4.1.3.1, aceA"
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K01895,Acetyl-CoA synthetase,6.2.1.1,"ACSS1_2, acs"
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K01913,Acetate/butyrate---CoA ligase,6.2.1.1 6.2.1.2,"AAE7, ACN1"
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K01638,Malate synthase,2.3.3.9,"aceB, glcB"
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K00025,Malate dehydrogenase,1.1.1.37,MDH1
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K00026,Malate dehydrogenase,1.1.1.37,MDH2
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K00024,Malate dehydrogenase,1.1.1.37,mdh
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K01647,Citrate synthase,2.3.3.1,"CS, gltA"
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K01681,Aconitate hydratase,4.2.1.3,"ACO, acnA"
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K01682,Aconitate hydratase 2 / 2-methylisocitrate dehydratase,4.2.1.3 4.2.1.99,acnB
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K08692,Malate-CoA ligase subunit alpha,6.2.1.9,mtkB
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K14067,Malate-CoA ligase subunit beta,6.2.1.9,mtkA
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K00626,Acetyl-CoA C-acetyltransferase,2.3.1.9,"ACAT, atoB"
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K00023,Acetoacetyl-CoA reductase,1.1.1.36,phbB
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K17865,3-hydroxybutyryl-CoA dehydratase,4.2.1.55,croR
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K14446,Crotonyl-CoA carboxylase/reductase,1.3.1.85,ccr
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K05606,Methylmalonyl-CoA/ethylmalonyl-CoA epimerase,5.1.99.1,"MCEE, epi"
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K14447,Ethylmalonyl-CoA mutase,5.4.99.63,ecm
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K14448,(2S)-methylsuccinyl-CoA dehydrogenase,1.3.8.12,mcd
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K14449,2-methylfumaryl-CoA hydratase,4.2.1.148,"mch, mcd"
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K08691,Malyl-CoA/(S)-citramalyl-CoA lyase,4.1.3.24 4.1.3.25,mcl
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K14451,(3S)-malyl-CoA thioesterase,3.1.2.30,mcl2
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K01965,Propionyl-CoA carboxylase alpha chain,6.4.1.3,"PCCA, pccA"
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K01966,Propionyl-CoA carboxylase beta chain,6.4.1.3 2.1.3.15,"PCCB, pccB"
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K11263,"Acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein",6.4.1.2 6.4.1.3 6.3.4.14,"bccA, pccA"
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K18472,Acetyl-CoA/propionyl-CoA carboxylase carboxyl transferase subunit,6.4.1.2 6.4.1.3 2.1.3.15,accD6
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K19312,Acetyl-CoA/propionyl-CoA carboxylase carboxyl transferase subunit,6.4.1.2 6.4.1.3 2.1.3.15,pccB
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K22568,"Acetyl-CoA/propionyl-CoA carboxylase, PccX subunit",6.4.1.2 6.4.1.3,pccX
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K01964,Acetyl-CoA/propionyl-CoA carboxylase,6.4.1.2 6.4.1.3,
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K15036,Acetyl-CoA/propionyl-CoA carboxylase,6.4.1.2 6.4.1.3 2.1.3.15,
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K15037,Biotin carboxyl carrier protein,,
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K01847,Methylmalonyl-CoA mutase,5.4.99.2,MUT
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K01849,"Methylmalonyl-CoA mutase, C-terminal domain",5.4.99.2,"E5.4.99.2B, mcmA2"
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K01848,"Methylmalonyl-CoA mutase, N-terminal domain",5.4.99.2,"E5.4.99.2A, mcmA1"
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K19268,Methylaspartate mutase epsilon subunit,5.4.99.1,"glmE, mutE, mamB"
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K01846,Methylaspartate mutase sigma subunit,5.4.99.1,"glmS, mutS, mamA"
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K04835,Methylaspartate ammonia-lyase,4.3.1.2,mal
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K19280,Succinyl-CoA:mesaconate CoA transferase,2.8.3.26,mct
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K19281,Beta-methylmalyl-CoA/(S)-malyl-CoA lyase,4.1.3.24,mcl
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K19282,Bifunctional (S)-malyl-CoA lyase/thioesterase,4.1.3.24 3.1.2.30,aceB
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K11517,(S)-2-hydroxy-acid oxidase,1.1.3.15,HAO
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K00104,Glycolate oxidase,1.1.3.15,glcD
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K11472,Glycolate oxidase FAD binding subunit,,glcE
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K11473,Glycolate oxidase iron-sulfur subunit,,glcF
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K03781,Catalase,1.11.1.6,"katE, CAT, catB, srpA"
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K00015,Glyoxylate reductase,1.1.1.26,"gyaR, GOR1"
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K00049,Glyoxylate/hydroxypyruvate reductase,1.1.1.79 1.1.1.81,GRHPR
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K15919,Glyoxylate/hydroxypyruvate reductase,1.1.1.79 1.1.1.81,HPR2_3
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K18121,Glyoxylate/succinic semialdehyde reductase,1.1.1.79 1.1.1.-,GLYR
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K12972,Glyoxylate/hydroxypyruvate reductase,1.1.1.79 1.1.1.81,ghrA
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K00090,Glyoxylate/hydroxypyruvate/2-ketogluconate reductase,1.1.1.79 1.1.1.81 1.1.1.215,ghrB
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K00018,Glycerate dehydrogenase,1.1.1.29,hprA
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K15893,Glycerate dehydrogenase,1.1.1.29,HPR1
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K22982,Hydroxypyruvate reductase,1.1.1.81,
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K19269,Phosphoglycolate phosphatase,3.1.3.18 3.1.3.48,"PGP, PGLP"
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K01091,Phosphoglycolate phosphatase,3.1.3.18,gph
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K22223,Phosphoglycolate phosphatase,3.1.3.18,pgp
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K01601,Ribulose-bisphosphate carboxylase large chain,4.1.1.39,"rbcL, cbbL"
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K01602,Ribulose-bisphosphate carboxylase small chain,4.1.1.39,"rbcS, cbbS"
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K00830,Alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase,2.6.1.44 2.6.1.45 2.6.1.51,AGXT
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K14272,Glutamate--glyoxylate aminotransferase,2.6.1.4 2.6.1.2 2.6.1.44,GGAT
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K00284,Glutamate synthase (ferredoxin),1.4.7.1,"GLU, gltS"
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K01915,Glutamine synthetase,6.3.1.2,"glnA, GLUL"
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K00600,Glycine hydroxymethyltransferase,2.1.2.1,"glyA, SHMT"
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K00281,Glycine dehydrogenase,1.4.4.2,"GLDC, gcvP"
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K00282,Glycine dehydrogenase subunit 1,1.4.4.2,gcvPA
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K00283,Glycine dehydrogenase subunit 2,1.4.4.2,gcvPB
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K00605,Aminomethyltransferase,2.1.2.10,"gcvT, AMT"
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K00382,Dihydrolipoamide dehydrogenase,1.8.1.4,"DLD, lpd, pdhD"
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K02437,Glycine cleavage system H protein,,"gcvH, GCSH"
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K01608,Tartronate-semialdehyde synthase,4.1.1.47,gcl
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K01816,Hydroxypyruvate isomerase,5.3.1.22,"hyi, gip"
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K00042,2-hydroxy-3-oxopropionate reductase,1.1.1.60,"garR, glxR"
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K00865,Glycerate 2-kinase,2.7.1.165,"glxK, garK"
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K11529,Glycerate 2-kinase,2.7.1.165,"gck, gckA, GLYCTK"
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K15918,D-glycerate 3-kinase,2.7.1.31,GLYK
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K07248,Lactaldehyde dehydrogenase / glycolaldehyde dehydrogenase,1.2.1.22 1.2.1.21,aldA
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K00048,Lactaldehyde reductase,1.1.1.77,fucO
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K03779,L(+)-tartrate dehydratase alpha subunit,4.2.1.32,ttdA
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K03780,L(+)-tartrate dehydratase beta subunit,4.2.1.32,ttdB
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K07246,Tartrate dehydrogenase/decarboxylase / D-malate dehydrogenase,1.1.1.93 4.1.1.73 1.1.1.83,"ttuC, dmlA"
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K01625,2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase,4.1.2.14 4.1.3.42,eda
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K18123,4-hydroxy-2-oxoglutarate aldolase,4.1.3.16,HOGA1
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K01616,Multifunctional 2-oxoglutarate metabolism enzyme,2.2.1.5 4.1.1.71 1.2.4.2 2.3.1.61,kgd
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K01569,Oxalate decarboxylase,4.1.1.2,oxdD
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K00122,Formate dehydrogenase,1.17.1.9,FDH
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K00126,Formate dehydrogenase subunit delta,1.17.1.9,fdsD
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K00123,Formate dehydrogenase major subunit,1.17.1.9,"fdoG, fdhF, fdwA"
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K22515,Formate dehydrogenase beta subunit,1.17.1.9,fdwB
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K00124,Formate dehydrogenase iron-sulfur subunit,,"fdoH, fdsB"
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K00127,Formate dehydrogenase subunit gamma,,"fdoI, fdsG"
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K01432,Arylformamidase,3.5.1.9,AFMID
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K14263,Kynurenine formamidase,3.5.1.9,BNA7
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K07130,Arylformamidase,3.5.1.9,kynB
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K01433,Formyltetrahydrofolate deformylase,3.5.1.10,purU
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K01455,Formamidase,3.5.1.49,E3.5.1.49
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K03418,"N,N-dimethylformamidase",3.5.1.56,E3.5.1.56
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K01458,N-formylglutamate deformylase,3.5.1.68,hutG
Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K22133,Oxalate---CoA ligase,6.2.1.8,AAE3
