"","gtdb_f","f_spor","ID","GTDB_tax"
"11358","Lachnospiraceae",TRUE,"uvig_569596","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia inulinivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia intestinalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia intestinalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Lachnospira/Lachnospira eligens,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia intestinalis"
"11359","Lachnospiraceae",TRUE,"uvig_210176","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B lactaris,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia inulinivorans"
"11360","Lachnospiraceae",TRUE,"uvig_455774","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia intestinalis"
"11361","Lachnospiraceae",TRUE,"uvig_170019","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/GCA_900066335.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/GCA_900066335.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Eubacterium_E/Eubacterium_E hallii,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Eubacterium_E/Eubacterium_E hallii_A,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/GCA_900066335.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/GCA_900066335.1"
"11362","Lachnospiraceae",TRUE,"uvig_223429","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/GCA_900066335.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A wexlerae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/GCA_900066335.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A wexlerae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/NA,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A wexlerae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A wexlerae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A wexlerae"
"11363","Lachnospiraceae",TRUE,"uvig_198325","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B lactaris,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Dorea/Dorea longicatena_B,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B lactaris"
"11364","Lachnospiraceae",TRUE,"uvig_286768","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans"
"11365","Lachnospiraceae",TRUE,"uvig_36746","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/CAG-24/CAG-24 sp1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia intestinalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/UBA9502/NA,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/UBA9502/NA"
"11366","Lachnospiraceae",TRUE,"uvig_327741","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia intestinalis"
"11367","Lachnospiraceae",TRUE,"uvig_246537","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/UBA9502/NA"
"11368","Lachnospiraceae",TRUE,"uvig_407289","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/CAG-127/CAG-127 sp2"
"11369","Lachnospiraceae",TRUE,"uvig_127862","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A wexlerae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A wexlerae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A obeum,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A wexlerae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A obeum"
"11370","Lachnospiraceae",TRUE,"uvig_302878","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis"
"11371","Lachnospiraceae",TRUE,"uvig_161573","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/GCA_900066335.1"
"11372","Lachnospiraceae",TRUE,"uvig_139494","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Eubacterium_G/Eubacterium_G ventriosum,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/CAG-65/CAG-65 sp3,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A massiliensis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A massiliensis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia inulinivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A wexlerae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A wexlerae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia intestinalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/GCA_900066085.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A wexlerae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/CAG-81/CAG-81 sp1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter faecis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A massiliensis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/CAG-81/CAG-81 sp1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/CAG-81/CAG-81 sp1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Coprococcus_A/Coprococcus_A catus,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Eubacterium_G/Eubacterium_G ventriosum,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Coprococcus_A/Coprococcus_A catus,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Eubacterium_E/Eubacterium_E hallii,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A wexlerae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Eubacterium_G/Eubacterium_G ventriosum,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis"
"11373","Lachnospiraceae",TRUE,"Han_2018_ERR1398174_NODE_1608_length_15441_cov_18.258222","Bacteria;p__Firmicutes_A;f__Lachnospiraceae"
"11374","Lachnospiraceae",TRUE,"uvig_549432","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/GCA_000434275.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia intestinalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/GCA_000434275.1"
"11375","Lachnospiraceae",TRUE,"uvig_116337","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/GCA_900066165.1"
"11376","Lachnospiraceae",TRUE,"uvig_63275","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Coprococcus/GCF_000154245.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia intestinalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis"
"11377","Lachnospiraceae",TRUE,"uvig_327760","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A obeum,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A obeum,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A massiliensis"
"11378","Lachnospiraceae",TRUE,"uvig_290519","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Lachnospira/Lachnospira eligens,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Lachnospira/Lachnospira eligens,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Lachnospira/Lachnospira eligens,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Coprococcus_A/Coprococcus_A catus,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Lachnospira/Lachnospira eligens,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Lachnospira/Lachnospira eligens,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/GCA_900066545.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis"
"11379","Lachnospiraceae",TRUE,"Ma_2019_SRR413627_NODE_3739_length_5637_cov_2.719993","Bacteria;p__Firmicutes_A;f__Lachnospiraceae"
"11380","Lachnospiraceae",TRUE,"uvig_36811","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia inulinivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia inulinivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia inulinivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia inulinivorans"
"11381","Lachnospiraceae",TRUE,"uvig_278868","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Lachnospira/UBA10788,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Lachnospira/Lachnospira eligens"
"11382","Lachnospiraceae",TRUE,"Ma_2019_SRR413627_NODE_4141_length_5073_cov_1.916899","Bacteria;p__Firmicutes_A;f__Lachnospiraceae"
"11383","Lachnospiraceae",TRUE,"uvig_327798","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A obeum"
"11384","Lachnospiraceae",TRUE,"uvig_104290","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A wexlerae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A wexlerae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A wexlerae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A wexlerae"
"11385","Lachnospiraceae",TRUE,"uvig_23515","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Lachnospira/Lachnospira eligens,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Lachnospira/Lachnospira eligens,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Lachnospira/Lachnospira eligens"
"11386","Lachnospiraceae",TRUE,"ivig_2329","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M clostridioformis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M sp1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M sp1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/NA"
"11387","Lachnospiraceae",TRUE,"uvig_302990","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia inulinivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/UBA9502/NA,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia inulinivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia intestinalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia inulinivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/NA,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia intestinalis"
"11388","Lachnospiraceae",TRUE,"uvig_8874","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/CAG-24/CAG-24 sp1"
"11389","Lachnospiraceae",TRUE,"uvig_104325","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/GCA_900066145.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A obeum"
"11390","Lachnospiraceae",TRUE,"uvig_594554","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/CAG-65/CAG-65 sp3,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/CAG-65/CAG-65 sp3"
"11391","Lachnospiraceae",TRUE,"uvig_377964","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/GCA_900066545.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia/GCA_000436935.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B faecis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_A/GCA_900066745.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A massiliensis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B faecis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B faecis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B faecis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Lachnospira/Lachnospira eligens,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia intestinalis"
"11392","Lachnospiraceae",TRUE,"Han_2018_ERR1398174_NODE_422_length_40418_cov_62.362337","Bacteria;p__Firmicutes_A;f__Lachnospiraceae"
"11393","Lachnospiraceae",TRUE,"Norman_132_NODE_9_length_54455_cov_19.032739","Bacteria;p__Firmicutes_A;f__Lachnospiraceae"
"11394","Lachnospiraceae",TRUE,"Ma_2019_SRR413590_NODE_1617_length_8027_cov_4.466508","Bacteria;p__Firmicutes_A;f__Lachnospiraceae"
"11395","Lachnospiraceae",TRUE,"uvig_532522","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A obeum"
"11396","Lachnospiraceae",TRUE,"Han_2018_ERR1398174_NODE_51_length_108842_cov_25.476095","Bacteria;p__Firmicutes_A;f__Lachnospiraceae"
"11397","Lachnospiraceae",TRUE,"uvig_174257","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Eubacterium_E/Eubacterium_E hallii"
"11398","Lachnospiraceae",TRUE,"ivig_2350","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/CAG-81/CAG-81 sp1"
"11399","Lachnospiraceae",TRUE,"uvig_549598","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia intestinalis"
"11400","Lachnospiraceae",TRUE,"uvig_338766","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Coprococcus/Coprococcus eutactus_A,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Coprococcus/Coprococcus eutactus,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Coprococcus/Coprococcus eutactus_A"
"11401","Lachnospiraceae",TRUE,"uvig_471776","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/UBA9502/NA,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_Q/GCA_000434655.1"
"11402","Lachnospiraceae",TRUE,"uvig_278958","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/UBA9502/NA,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/UBA9502/UBA9502,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Dorea/Dorea longicatena_B,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Coprococcus_A/Coprococcus_A catus,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Coprococcus/Coprococcus eutactus_A,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/UBA9502/NA,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Lachnospira/Lachnospira eligens"
"11403","Lachnospiraceae",TRUE,"uvig_8943","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans"
"11404","Lachnospiraceae",TRUE,"uvig_104409","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B faecis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Coprococcus_B/Coprococcus_B comes,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B faecis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis"
"11405","Lachnospiraceae",TRUE,"uvig_174269","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/NA/NA,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_A/GCA_900066745.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Lachnospira/Lachnospira eligens,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia inulinivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_A/GCA_900066745.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B faecis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B faecis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B lactaris,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_A/GCA_900066745.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia intestinalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B faecis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_A/GCA_900066745.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia intestinalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia/GCA_000436935.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Lachnospira/UBA10788,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_A/GCA_900066745.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Eubacterium_G/Eubacterium_G ventriosum,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B lactaris,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Lachnospira/Lachnospira eligens,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia inulinivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B faecis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/GCA_900066545.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B faecis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_A/GCA_900066745.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Coprococcus_A/Coprococcus_A catus,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B lactaris,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B faecis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis"
